0,1260882,134423
0,1260882,1079673
0,1260882,785215
0,1260882,2129082
0,1260882,341177
0,1260882,426909
0,1260882,1377671
0,1260882,1732136
0,1260882,1376026
0,1260882,2051260
0,1260882,1351447
0,1260882,1555201
0,1260882,1156795
0,1260882,112168
0,1260882,2139108
0,1260882,11427
0,1260882,1668884
0,134423,1079673
0,134423,785215
0,134423,2129082
0,134423,341177
0,134423,426909
0,134423,1377671
0,134423,1732136
0,134423,1376026
0,134423,2051260
0,134423,1351447
0,134423,1555201
0,134423,1156795
0,134423,112168
0,134423,2139108
0,134423,11427
0,134423,1668884
0,1079673,785215
0,1079673,2129082
0,1079673,341177
0,1079673,426909
0,1079673,1377671
0,1079673,1732136
0,1079673,1376026
0,1079673,2051260
0,1079673,1351447
0,1079673,1555201
0,1079673,1156795
0,1079673,112168
0,1079673,2139108
0,1079673,11427
0,1079673,1668884
0,785215,2129082
0,785215,341177
0,785215,426909
0,785215,1377671
0,785215,1732136
0,785215,1376026
0,785215,2051260
0,785215,1351447
0,785215,1555201
0,785215,1156795
0,785215,112168
0,785215,2139108
0,785215,11427
0,785215,1668884
0,2129082,341177
0,2129082,426909
0,2129082,1377671
0,2129082,1732136
0,2129082,1376026
0,2129082,2051260
0,2129082,1351447
0,2129082,1555201
0,2129082,1156795
0,2129082,112168
0,2129082,2139108
0,2129082,11427
0,2129082,1668884
0,341177,426909
0,341177,1377671
0,341177,1732136
0,341177,1376026
0,341177,2051260
0,341177,1351447
0,341177,1555201
0,341177,1156795
0,341177,112168
0,341177,2139108
0,341177,11427
0,341177,1668884
0,426909,1377671
0,426909,1732136
0,426909,1376026
0,426909,2051260
0,426909,1351447
0,426909,1555201
0,426909,1156795
0,426909,112168
0,426909,2139108
0,426909,11427
0,426909,1668884
0,1377671,1732136
0,1377671,1376026
0,1377671,2051260
0,1377671,1351447
0,1377671,1555201
0,1377671,1156795
0,1377671,112168
0,1377671,2139108
0,1377671,11427
0,1377671,1668884
0,1732136,1376026
0,1732136,2051260
0,1732136,1351447
0,1732136,1555201
0,1732136,1156795
0,1732136,112168
0,1732136,2139108
0,1732136,11427
0,1732136,1668884
0,1376026,2051260
0,1376026,1351447
0,1376026,1555201
0,1376026,1156795
0,1376026,112168
0,1376026,2139108
0,1376026,11427
0,1376026,1668884
0,2051260,1351447
0,2051260,1555201
0,2051260,1156795
0,2051260,112168
0,2051260,2139108
0,2051260,11427
0,2051260,1668884
0,1351447,1555201
0,1351447,1156795
0,1351447,112168
0,1351447,2139108
0,1351447,11427
0,1351447,1668884
0,1555201,1156795
0,1555201,112168
0,1555201,2139108
0,1555201,11427
0,1555201,1668884
0,1156795,112168
0,1156795,2139108
0,1156795,11427
0,1156795,1668884
0,112168,2139108
0,112168,11427
0,112168,1668884
0,2139108,11427
0,2139108,1668884
0,11427,1668884
0,1077322,1004361
0,1077322,2290355
0,1077322,1030132
0,1077322,341152
0,1077322,376374
0,1077322,1798702
0,1077322,1211468
0,1077322,1229993
0,1077322,1177255
0,1077322,497471
0,1077322,1145517
0,1077322,1492855
0,1077322,953365
0,1077322,1702128
0,1077322,1557010
0,1004361,2290355
0,1004361,1030132
0,1004361,341152
0,1004361,376374
0,1004361,1798702
0,1004361,1211468
0,1004361,1229993
0,1004361,1177255
0,1004361,497471
0,1004361,1145517
0,1004361,1492855
0,1004361,953365
0,1004361,1702128
0,1004361,1557010
0,2290355,1030132
0,2290355,341152
0,2290355,376374
0,2290355,1798702
0,2290355,1211468
0,2290355,1229993
0,2290355,1177255
0,2290355,497471
0,2290355,1145517
0,2290355,1492855
0,2290355,953365
0,2290355,1702128
0,2290355,1557010
0,1030132,341152
0,1030132,376374
0,1030132,1798702
0,1030132,1211468
0,1030132,1229993
0,1030132,1177255
0,1030132,497471
0,1030132,1145517
0,1030132,1492855
0,1030132,953365
0,1030132,1702128
0,1030132,1557010
0,341152,376374
0,341152,1798702
0,341152,1211468
0,341152,1229993
0,341152,1177255
0,341152,497471
0,341152,1145517
0,341152,1492855
0,341152,953365
0,341152,1702128
0,341152,1557010
0,376374,1798702
0,376374,1211468
0,376374,1229993
0,376374,1177255
0,376374,497471
0,376374,1145517
0,376374,1492855
0,376374,953365
0,376374,1702128
0,376374,1557010
0,1798702,1211468
0,1798702,1229993
0,1798702,1177255
0,1798702,497471
0,1798702,1145517
0,1798702,1492855
0,1798702,953365
0,1798702,1702128
0,1798702,1557010
0,1211468,1229993
0,1211468,1177255
0,1211468,497471
0,1211468,1145517
0,1211468,1492855
0,1211468,953365
0,1211468,1702128
0,1211468,1557010
0,1229993,1177255
0,1229993,497471
0,1229993,1145517
0,1229993,1492855
0,1229993,953365
0,1229993,1702128
0,1229993,1557010
0,1177255,497471
0,1177255,1145517
0,1177255,1492855
0,1177255,953365
0,1177255,1702128
0,1177255,1557010
0,497471,1145517
0,497471,1492855
0,497471,953365
0,497471,1702128
0,497471,1557010
0,1145517,1492855
0,1145517,953365
0,1145517,1702128
0,1145517,1557010
0,1492855,953365
0,1492855,1702128
0,1492855,1557010
0,953365,1702128
0,953365,1557010
0,1702128,1557010
